Education,Marital_Status,Income,Kids,Days_is_client,Recency,Expenses,Client_age,TotalNumPurchases,TotalAcceptedCmp,Complain,Response
Undergraduate,Single,15253.0,1,244,13,29,22,6,0,0,0
Postgraduate,Single,31560.0,1,370,98,94,40,8,0,0,0
Graduate,Single,72071.0,1,500,4,1338,60,20,0,0,0
Postgraduate,Single,91172.0,0,459,94,1092,24,14,4,0,1
Graduate,Partner,90000.0,0,188,91,1479,30,18,3,0,0
Graduate,Single,41967.0,2,218,66,54,33,5,0,0,0
Graduate,Single,69263.0,1,116,14,568,49,18,1,0,0
Graduate,Single,65706.0,0,366,77,1199,44,27,3,0,1
Graduate,Partner,60934.0,1,163,41,873,39,23,0,0,0
Graduate,Partner,71965.0,1,335,21,1213,63,17,0,0,0
Graduate,Partner,65210.0,1,111,25,731,59,22,2,0,0
Postgraduate,Partner,79174.0,0,534,2,2043,39,19,2,0,1
Postgraduate,Single,81380.0,0,554,51,1893,47,17,0,0,0
Postgraduate,Single,48432.0,1,619,3,424,41,19,0,0,0
Graduate,Partner,52914.0,1,538,32,575,43,15,1,0,0
Graduate,Partner,38946.0,1,248,84,257,59,12,0,0,0
Graduate,Partner,26067.0,1,237,49,56,40,9,0,0,0
Postgraduate,Partner,44325.0,1,479,69,542,42,21,1,0,0
Graduate,Partner,42523.0,0,67,96,125,50,7,0,0,0
Undergraduate,Single,26487.0,1,405,23,69,36,9,0,0,0
Graduate,Partner,53233.0,1,103,18,40,57,5,0,0,0
Graduate,Partner,67716.0,1,535,8,1016,54,28,1,0,0
Postgraduate,Partner,76234.0,1,143,21,907,42,23,1,0,0
Postgraduate,Partner,84117.0,0,49,60,1566,58,24,1,0,0
Postgraduate,Partner,65487.0,0,170,48,1169,57,17,0,0,0
Undergraduate,Partner,25224.0,1,105,36,46,42,7,0,0,0
Postgraduate,Single,89616.0,0,489,36,1644,31,25,0,0,1
Graduate,Single,40851.0,2,493,63,59,43,5,0,0,0
Graduate,Partner,27469.0,0,696,2,17,67,4,0,0,0
Graduate,Partner,82347.0,0,600,38,1853,57,25,2,0,1
Graduate,Partner,73803.0,1,697,61,1528,57,22,1,0,1
Postgraduate,Single,8820.0,2,464,52,35,62,10,0,0,0
Graduate,Single,43322.0,0,69,25,141,40,8,0,0,0
Graduate,Partner,55593.0,1,312,63,546,41,17,1,0,0
Graduate,Partner,50501.0,2,376,10,500,60,20,1,0,1
Graduate,Partner,37085.0,2,3,65,61,39,10,0,0,0
Undergraduate,Single,16185.0,1,328,71,106,24,8,0,0,0
Graduate,Single,57731.0,1,583,0,704,45,26,0,0,0
Postgraduate,Single,48432.0,1,619,3,424,41,19,0,0,1
Graduate,Partner,73807.0,1,543,88,849,36,23,0,0,0
Graduate,Partner,18929.0,0,498,15,85,24,6,0,0,0
Graduate,Single,35893.0,2,622,80,199,46,15,0,0,0
Graduate,Partner,61014.0,1,687,17,1147,34,20,0,0,0
Graduate,Partner,32144.0,2,98,76,54,60,10,1,0,0
Undergraduate,Partner,14918.0,1,569,52,43,51,5,0,0,0
Graduate,Single,45146.0,2,349,28,53,51,6,0,0,0
Graduate,Single,41769.0,1,501,31,521,59,22,0,0,0
Graduate,Partner,88325.0,0,144,42,1623,33,18,0,0,0
Postgraduate,Single,38054.0,2,59,24,45,64,7,0,0,0
Graduate,Single,80617.0,0,625,42,1435,19,19,0,0,0
Graduate,Partner,5305.0,1,334,12,32,38,1,0,0,0
Graduate,Partner,36807.0,2,556,88,16,60,4,0,0,0
Graduate,Partner,28427.0,1,465,67,52,31,7,0,0,0
Postgraduate,Single,82032.0,0,85,54,1234,66,17,0,0,0
Graduate,Partner,22775.0,1,375,40,15,36,4,0,0,0
Postgraduate,Partner,40101.0,1,623,73,415,29,17,0,0,0
Graduate,Partner,58025.0,1,215,81,470,35,18,0,0,0
Postgraduate,Single,75777.0,0,360,12,1438,32,21,2,0,1
Graduate,Partner,7500.0,1,418,7,53,35,11,0,0,0
Postgraduate,Partner,33562.0,3,4,33,51,51,9,0,0,0
Postgraduate,Single,57642.0,1,171,24,679,44,22,1,0,0
Graduate,Partner,58554.0,2,641,55,586,46,22,0,0,0
Graduate,Partner,63777.0,2,462,87,653,35,26,0,0,0
Graduate,Single,57967.0,1,483,39,468,52,19,0,0,0
Graduate,Partner,24434.0,2,42,9,50,42,7,0,0,0
Graduate,Single,11012.0,1,470,82,84,30,9,1,0,0
Postgraduate,Single,44802.0,0,677,71,1049,44,27,0,0,0
Graduate,Single,26816.0,0,681,50,22,28,4,0,0,0
Graduate,Partner,34421.0,1,363,81,30,40,4,0,0,0
Graduate,Partner,61223.0,1,381,46,1341,47,18,0,0,0
Postgraduate,Partner,64014.0,3,19,56,444,68,22,1,0,0
Graduate,Single,56981.0,0,155,91,1241,33,19,1,0,0
Postgraduate,Partner,69245.0,1,156,8,843,58,23,0,0,0
Postgraduate,Partner,52869.0,2,622,40,172,60,11,0,0,1
